	locus_tag
14995	MtrunA17_Chr3g0114991
14996	MtrunA17_Chr3g0115001
14997	MtrunA17_Chr3g0115011
14998	MtrunA17_Chr3g0115021
14999	MtrunA17_Chr3g0115031
15000	MtrunA17_Chr3g0115041
15001	MtrunA17_Chr3g0115051
15002	MtrunA17_Chr3g0115061
15003	MtrunA17_Chr3g0115071
15004	MtrunA17_Chr3g0115081
15005	MtrunA17_Chr3g0115091
15006	MtrunA17_Chr3g0115101
15007	MtrunA17_Chr3g0115111
15008	MtrunA17_Chr3g0115121
15009	MtrunA17_Chr3g0115131
15010	MtrunA17_Chr3g0115141
15011	MtrunA17_Chr3g0115151
15012	MtrunA17_Chr3g0115161
15013	MtrunA17_Chr3g0115171
15014	MtrunA17_Chr3g0115181
15015	MtrunA17_Chr3g0115191
15016	MtrunA17_Chr3g0115201
15017	MtrunA17_Chr3g0115211
15018	MtrunA17_Chr3g0115221
15019	MtrunA17_Chr3g0115231
15020	MtrunA17_Chr3g0115241
15021	MtrunA17_Chr3g0115251
15022	MtrunA17_Chr3g0115261
15023	MtrunA17_Chr3g0115271
15024	MtrunA17_Chr3g0115281
15025	MtrunA17_Chr3g0115291
15026	MtrunA17_Chr3g0115301
15027	MtrunA17_Chr3g0115311
15028	MtrunA17_Chr3g0115321
15029	MtrunA17_Chr3g0115331
15030	MtrunA17_Chr3g0115351
15031	MtrunA17_Chr3g0115361
15032	MtrunA17_Chr3g0115371
15033	MtrunA17_Chr3g0115381
15034	MtrunA17_Chr3g0115391
15035	MtrunA17_Chr3g0115401
15036	MtrunA17_Chr3g0115411
15037	MtrunA17_Chr3g0115421
15038	MtrunA17_Chr3g0115431
15039	MtrunA17_Chr3g0115441
15040	MtrunA17_Chr3g0115451
15041	MtrunA17_Chr3g0115461
15042	MtrunA17_Chr3g0115471
15043	MtrunA17_Chr3g0115481
15044	MtrunA17_Chr3g0115491
15045	MtrunA17_Chr3g0115501
15046	MtrunA17_Chr3g0115511
15047	MtrunA17_Chr3g0115521
15048	MtrunA17_Chr3g0115531
15049	MtrunA17_Chr3g0115541
15050	MtrunA17_Chr3g0115551
15051	MtrunA17_Chr3g0115561
15052	MtrunA17_Chr3g0115571
15053	MtrunA17_Chr3g0115581
15054	MtrunA17_Chr3g0115591
15055	MtrunA17_Chr3g0115601
15056	MtrunA17_Chr3g0115611
15057	MtrunA17_Chr3g0115621
15058	MtrunA17_Chr3g0115631
15059	MtrunA17_Chr3g0115641
15060	MtrunA17_Chr3g0115651
15061	MtrunA17_Chr3g0115661
15062	MtrunA17_Chr3g0115671
15063	MtrunA17_Chr3g0115681
15064	MtrunA17_Chr3g0115691
15065	MtrunA17_Chr3g0115701
15066	MtrunA17_Chr3g0115711
15067	MtrunA17_Chr3g0115721
15068	MtrunA17_Chr3g0115731
15069	MtrunA17_Chr3g0115741
15070	MtrunA17_Chr3g0115751
15071	MtrunA17_Chr3g0115761
15072	MtrunA17_Chr3g0115771
15073	MtrunA17_Chr3g0115781
15074	MtrunA17_Chr3g0115791
15075	MtrunA17_Chr3g0115801
15076	MtrunA17_Chr3g0115811
15077	MtrunA17_Chr3g0115821
15078	MtrunA17_Chr3g0115831
15079	MtrunA17_Chr3g0115841
15080	MtrunA17_Chr3g0115851
15081	MtrunA17_Chr3g0115861
15082	MtrunA17_Chr3g0115871
15083	MtrunA17_Chr3g0115881
15084	MtrunA17_Chr3g0115891
15085	MtrunA17_Chr3g0115901
15086	MtrunA17_Chr3g0115931
15087	MtrunA17_Chr3g0115951
15088	MtrunA17_Chr3g0115961
15089	MtrunA17_Chr3g0115971
15090	MtrunA17_Chr3g0115981
15091	MtrunA17_Chr3g0115991
15092	MtrunA17_Chr3g0116001
15093	MtrunA17_Chr3g0116011
15094	MtrunA17_Chr3g0116021
15095	MtrunA17_Chr3g0116051
15096	MtrunA17_Chr3g0116061
15097	MtrunA17_Chr3g0116071
15098	MtrunA17_Chr3g0116081
15099	MtrunA17_Chr3g0116091
15100	MtrunA17_Chr3g0116101
15101	MtrunA17_Chr3g0116111
15102	MtrunA17_Chr3g0116121
15103	MtrunA17_Chr3g0116131
15104	MtrunA17_Chr3g0116141
15105	MtrunA17_Chr3g0116151
15106	MtrunA17_Chr3g0116161
15107	MtrunA17_Chr3g0116171
15108	MtrunA17_Chr3g0116181
15109	MtrunA17_Chr3g0116191
15110	MtrunA17_Chr3g0116201
15111	MtrunA17_Chr3g0116211
15112	MtrunA17_Chr3g0116231
15113	MtrunA17_Chr3g0116251
15114	MtrunA17_Chr3g0116261
15115	MtrunA17_Chr3g0116271
15116	MtrunA17_Chr3g0116281
15117	MtrunA17_Chr3g0116291
15118	MtrunA17_Chr3g0116301
15119	MtrunA17_Chr3g0116311
15120	MtrunA17_Chr3g0116321
15121	MtrunA17_Chr3g0116331
15122	MtrunA17_Chr3g0116341
15123	MtrunA17_Chr3g0116361
15124	MtrunA17_Chr3g0116371
15125	MtrunA17_Chr3g0116381
15126	MtrunA17_Chr3g0116391
15127	MtrunA17_Chr3g0116401
15128	MtrunA17_Chr3g0116411
15129	MtrunA17_Chr3g0116421
15130	MtrunA17_Chr3g0116431
15131	MtrunA17_Chr3g0116441
15132	MtrunA17_Chr3g0116451
15133	MtrunA17_Chr3g0116461
15134	MtrunA17_Chr3g0116471
15135	MtrunA17_Chr3g0116481
15136	MtrunA17_Chr3g0116491
15137	MtrunA17_Chr3g0116501
15138	MtrunA17_Chr3g0116511
15139	MtrunA17_Chr3g0116521
15140	MtrunA17_Chr3g0116531
15141	MtrunA17_Chr3g0116541
15142	MtrunA17_Chr3g0116551
15143	MtrunA17_Chr3g0116561
15144	MtrunA17_Chr3g0116571
15145	MtrunA17_Chr3g0116581
15146	MtrunA17_Chr3g0116591
15147	MtrunA17_Chr3g0116601
15148	MtrunA17_Chr3g0116611
15149	MtrunA17_Chr3g0116621
15150	MtrunA17_Chr3g0116631
15151	MtrunA17_Chr3g0116641
15152	MtrunA17_Chr3g0116651
15153	MtrunA17_Chr3g0116661
15154	MtrunA17_Chr3g0116671
15155	MtrunA17_Chr3g0116681
15156	MtrunA17_Chr3g0116701
15157	MtrunA17_Chr3g0116711
15158	MtrunA17_Chr3g0116721
15159	MtrunA17_Chr3g0116731
15160	MtrunA17_Chr3g0116741
15161	MtrunA17_Chr3g0116751
15162	MtrunA17_Chr3g0116761
15163	MtrunA17_Chr3g0116771
15164	MtrunA17_Chr3g0116791
15165	MtrunA17_Chr3g0116801
15166	MtrunA17_Chr3g0116811
15167	MtrunA17_Chr3g0116821
15168	MtrunA17_Chr3g0116831
15169	MtrunA17_Chr3g0116841
15170	MtrunA17_Chr3g0116851
15171	MtrunA17_Chr3g0116861
15172	MtrunA17_Chr3g0116871
15173	MtrunA17_Chr3g0116881
15174	MtrunA17_Chr3g0116891
15175	MtrunA17_Chr3g0116901
15176	MtrunA17_Chr3g0116911
15177	MtrunA17_Chr3g0116921
15178	MtrunA17_Chr3g0116931
15179	MtrunA17_Chr3g0116941
15180	MtrunA17_Chr3g0116951
15181	MtrunA17_Chr3g0116961
15182	MtrunA17_Chr3g0116971
15183	MtrunA17_Chr3g0116981
15184	MtrunA17_Chr3g0116991
15185	MtrunA17_Chr3g0117001
15186	MtrunA17_Chr3g0117021
15187	MtrunA17_Chr3g0117041
15188	MtrunA17_Chr3g0117051
15189	MtrunA17_Chr3g0117061
15190	MtrunA17_Chr3g0117071
15191	MtrunA17_Chr3g0117081
15192	MtrunA17_Chr3g0117091
15193	MtrunA17_Chr3g0117104
15194	MtrunA17_Chr3g0117107
15195	MtrunA17_Chr3g0117111
15196	MtrunA17_Chr3g0117121
15197	MtrunA17_Chr3g0117131
15198	MtrunA17_Chr3g0117141
15199	MtrunA17_Chr3g0117151
15200	MtrunA17_Chr3g0117161
15201	MtrunA17_Chr3g0117171
15202	MtrunA17_Chr3g0117181
15203	MtrunA17_Chr3g0117191
15204	MtrunA17_Chr3g0117201
15205	MtrunA17_Chr3g0117221
15206	MtrunA17_Chr3g0117241
15207	MtrunA17_Chr3g0117251
15208	MtrunA17_Chr3g0117261
15209	MtrunA17_Chr3g0117271
15210	MtrunA17_Chr3g0117281
15211	MtrunA17_Chr3g0117291
15212	MtrunA17_Chr3g0117301
15213	MtrunA17_Chr3g0117311
15214	MtrunA17_Chr3g0117321
15215	MtrunA17_Chr3g0117331
15216	MtrunA17_Chr3g0117341
15217	MtrunA17_Chr3g0117351
15218	MtrunA17_Chr3g0117361
15219	MtrunA17_Chr3g0117371
15220	MtrunA17_Chr3g0117381
15221	MtrunA17_Chr3g0117391
15222	MtrunA17_Chr3g0117401
15223	MtrunA17_Chr3g0117411
15224	MtrunA17_Chr3g0117431
15225	MtrunA17_Chr3g0117441
15226	MtrunA17_Chr3g0117451
15227	MtrunA17_Chr3g0117471
15228	MtrunA17_Chr3g0117481
15229	MtrunA17_Chr3g0117491
15230	MtrunA17_Chr3g0117501
15231	MtrunA17_Chr3g0117511
15232	MtrunA17_Chr3g0117521
15233	MtrunA17_Chr3g0117541
15234	MtrunA17_Chr3g0117551
15235	MtrunA17_Chr3g0117561
15236	MtrunA17_Chr3g0117571
15237	MtrunA17_Chr3g0117581
15238	MtrunA17_Chr3g0117601
15239	MtrunA17_Chr3g0117611
15240	MtrunA17_Chr3g0117621
15241	MtrunA17_Chr3g0117631
15242	MtrunA17_Chr3g0117641
15243	MtrunA17_Chr3g0117661
15244	MtrunA17_Chr3g0117671
15245	MtrunA17_Chr3g0117681
15246	MtrunA17_Chr3g0117691
15247	MtrunA17_Chr3g0117701
15248	MtrunA17_Chr3g0117721
15249	MtrunA17_Chr3g0117731
15250	MtrunA17_Chr3g0117741
15251	MtrunA17_Chr3g0117751
15252	MtrunA17_Chr3g0117761
15253	MtrunA17_Chr3g0117771
15254	MtrunA17_Chr3g0117781
15255	MtrunA17_Chr3g0117791
15256	MtrunA17_Chr3g0117811
15257	MtrunA17_Chr3g0117821
15258	MtrunA17_Chr3g0117831
15259	MtrunA17_Chr3g0117851
15260	MtrunA17_Chr3g0117861
15261	MtrunA17_Chr3g0117881
15262	MtrunA17_Chr3g0117891
15263	MtrunA17_Chr3g0117901
15264	MtrunA17_Chr3g0117921
15265	MtrunA17_Chr3g0117931
15266	MtrunA17_Chr3g0117941
15267	MtrunA17_Chr3g0117971
15268	MtrunA17_Chr3g0117981
15269	MtrunA17_Chr3g0117991
15270	MtrunA17_Chr3g0118001
15271	MtrunA17_Chr3g0118011
15272	MtrunA17_Chr3g0118021
15273	MtrunA17_Chr3g0118031
15274	MtrunA17_Chr3g0118041
15275	MtrunA17_Chr3g0118051
15276	MtrunA17_Chr3g0118061
15277	MtrunA17_Chr3g0118071
15278	MtrunA17_Chr3g0118081
15279	MtrunA17_Chr3g0118091
15280	MtrunA17_Chr3g0118101
15281	MtrunA17_Chr3g0118111
15282	MtrunA17_Chr3g0118121
15283	MtrunA17_Chr3g0118131
15284	MtrunA17_Chr3g0118141
15285	MtrunA17_Chr3g0118151
15286	MtrunA17_Chr3g0118161
15287	MtrunA17_Chr3g0118171
15288	MtrunA17_Chr3g0118181
15289	MtrunA17_Chr3g0118201
15290	MtrunA17_Chr3g0118211
15291	MtrunA17_Chr3g0118221
15292	MtrunA17_Chr3g0118231
15293	MtrunA17_Chr3g0118251
15294	MtrunA17_Chr3g0118261
15295	MtrunA17_Chr3g0118271
15296	MtrunA17_Chr3g0118281
15297	MtrunA17_Chr3g0118291
15298	MtrunA17_Chr3g0118301
15299	MtrunA17_Chr3g0118311
15300	MtrunA17_Chr3g0118321
15301	MtrunA17_Chr3g0118331
15302	MtrunA17_Chr3g0118341
15303	MtrunA17_Chr3g0118351
15304	MtrunA17_Chr3g0118361
15305	MtrunA17_Chr3g0118371
15306	MtrunA17_Chr3g0118381
15307	MtrunA17_Chr3g0118391
15308	MtrunA17_Chr3g0118401
15309	MtrunA17_Chr3g0118411
15310	MtrunA17_Chr3g0118421
15311	MtrunA17_Chr3g0118431
15312	MtrunA17_Chr3g0118441
15313	MtrunA17_Chr3g0118451
15314	MtrunA17_Chr3g0118461
15315	MtrunA17_Chr3g0118471
15316	MtrunA17_Chr3g0118481
15317	MtrunA17_Chr3g0118491
15318	MtrunA17_Chr3g0118501
15319	MtrunA17_Chr3g0118511
15320	MtrunA17_Chr3g0118521
15321	MtrunA17_Chr3g0118541
15322	MtrunA17_Chr3g0118551
15323	MtrunA17_Chr3g0118571
15324	MtrunA17_Chr3g0118591
15325	MtrunA17_Chr3g0118601
15326	MtrunA17_Chr3g0118611
15327	MtrunA17_Chr3g0118621
15328	MtrunA17_Chr3g0118641
15329	MtrunA17_Chr3g0118651
15330	MtrunA17_Chr3g0118661
15331	MtrunA17_Chr3g0118671
15332	MtrunA17_Chr3g0118681
15333	MtrunA17_Chr3g0118691
15334	MtrunA17_Chr3g0118701
15335	MtrunA17_Chr3g0118711
15336	MtrunA17_Chr3g0118721
15337	MtrunA17_Chr3g0118731
15338	MtrunA17_Chr3g0118741
15339	MtrunA17_Chr3g0118751
15340	MtrunA17_Chr3g0118761
15341	MtrunA17_Chr3g0118771
15342	MtrunA17_Chr3g0118791
15343	MtrunA17_Chr3g0118801
15344	MtrunA17_Chr3g0118821
15345	MtrunA17_Chr3g0118831
15346	MtrunA17_Chr3g0118841
15347	MtrunA17_Chr3g0118851
15348	MtrunA17_Chr3g0118861
15349	MtrunA17_Chr3g0118871
15350	MtrunA17_Chr3g0118881
15351	MtrunA17_Chr3g0118891
15352	MtrunA17_Chr3g0118901
15353	MtrunA17_Chr3g0118911
15354	MtrunA17_Chr3g0118921
15355	MtrunA17_Chr3g0118931
15356	MtrunA17_Chr3g0118941
15357	MtrunA17_Chr3g0118951
15358	MtrunA17_Chr3g0118961
15359	MtrunA17_Chr3g0118971
15360	MtrunA17_Chr3g0118981
15361	MtrunA17_Chr3g0118991
15362	MtrunA17_Chr3g0119001
15363	MtrunA17_Chr3g0119011
15364	MtrunA17_Chr3g0119021
15365	MtrunA17_Chr3g0119031
15366	MtrunA17_Chr3g0119041
15367	MtrunA17_Chr3g0119071
15368	MtrunA17_Chr3g0119081
15369	MtrunA17_Chr3g0119091
15370	MtrunA17_Chr3g0119101
15371	MtrunA17_Chr3g0119111
15372	MtrunA17_Chr3g0119121
15373	MtrunA17_Chr3g0119131
15374	MtrunA17_Chr3g0119141
15375	MtrunA17_Chr3g0119151
15376	MtrunA17_Chr3g0119161
15377	MtrunA17_Chr3g0119171
15378	MtrunA17_Chr3g0119181
15379	MtrunA17_Chr3g0119191
15380	MtrunA17_Chr3g0119201
15381	MtrunA17_Chr3g0119211
15382	MtrunA17_Chr3g0119221
15383	MtrunA17_Chr3g0119231
15384	MtrunA17_Chr3g0119241
15385	MtrunA17_Chr3g0119251
15386	MtrunA17_Chr3g0119261
15387	MtrunA17_Chr3g0119271
15388	MtrunA17_Chr3g0119281
15389	MtrunA17_Chr3g0119291
15390	MtrunA17_Chr3g0119301
15391	MtrunA17_Chr3g0119311
15392	MtrunA17_Chr3g0119341
15393	MtrunA17_Chr3g0119351
15394	MtrunA17_Chr3g0119361
15395	MtrunA17_Chr3g0119371
15396	MtrunA17_Chr3g0119381
15397	MtrunA17_Chr3g0119391
15398	MtrunA17_Chr3g0119401
15399	MtrunA17_Chr3g0119411
15400	MtrunA17_Chr3g0119421
15401	MtrunA17_Chr3g0119431
15402	MtrunA17_Chr3g0119441
15403	MtrunA17_Chr3g0119451
15404	MtrunA17_Chr3g0119461
15405	MtrunA17_Chr3g0119471
15406	MtrunA17_Chr3g0119481
15407	MtrunA17_Chr3g0119491
15408	MtrunA17_Chr3g0119501
15409	MtrunA17_Chr3g0119511
15410	MtrunA17_Chr3g0119521
15411	MtrunA17_Chr3g0119531
15412	MtrunA17_Chr3g0119541
15413	MtrunA17_Chr3g0119551
15414	MtrunA17_Chr3g0119571
15415	MtrunA17_Chr3g0119581
15416	MtrunA17_Chr3g0119591
15417	MtrunA17_Chr3g0119601
15418	MtrunA17_Chr3g0119621
15419	MtrunA17_Chr3g0119631
15420	MtrunA17_Chr3g0119641
15421	MtrunA17_Chr3g0119651
15422	MtrunA17_Chr3g0119661
15423	MtrunA17_Chr3g0119671
15424	MtrunA17_Chr3g0119681
15425	MtrunA17_Chr3g0119691
15426	MtrunA17_Chr3g0119701
15427	MtrunA17_Chr3g0119711
15428	MtrunA17_Chr3g0119721
15429	MtrunA17_Chr3g0119731
15430	MtrunA17_Chr3g0119741
15431	MtrunA17_Chr3g0119751
15432	MtrunA17_Chr3g0119761
15433	MtrunA17_Chr3g0119781
15434	MtrunA17_Chr3g0119791
15435	MtrunA17_Chr3g0119801
15436	MtrunA17_Chr3g0119811
15437	MtrunA17_Chr3g0119821
15438	MtrunA17_Chr3g0119831
15439	MtrunA17_Chr3g0119841
15440	MtrunA17_Chr3g0119851
15441	MtrunA17_Chr3g0119861
15442	MtrunA17_Chr3g0119871
15443	MtrunA17_Chr3g0119881
15444	MtrunA17_Chr3g0119891
15445	MtrunA17_Chr3g0119901
15446	MtrunA17_Chr3g0119911
15447	MtrunA17_Chr3g0119921
15448	MtrunA17_Chr3g0119931
15449	MtrunA17_Chr3g0119941
15450	MtrunA17_Chr3g0119951
15451	MtrunA17_Chr3g0119961
15452	MtrunA17_Chr3g0119971
15453	MtrunA17_Chr3g0119981
15454	MtrunA17_Chr3g0119991
15455	MtrunA17_Chr3g0120001
15456	MtrunA17_Chr3g0120011
15457	MtrunA17_Chr3g0120021
15458	MtrunA17_Chr3g0120031
15459	MtrunA17_Chr3g0120041
15460	MtrunA17_Chr3g0120051
15461	MtrunA17_Chr3g0120061
15462	MtrunA17_Chr3g0120071
15463	MtrunA17_Chr3g0120081
15464	MtrunA17_Chr3g0120091
15465	MtrunA17_Chr3g0120101
15466	MtrunA17_Chr3g0120111
15467	MtrunA17_Chr3g0120121
15468	MtrunA17_Chr3g0120131
15469	MtrunA17_Chr3g0120141
15470	MtrunA17_Chr3g0120151
15471	MtrunA17_Chr3g0120161
15472	MtrunA17_Chr3g0120171
15473	MtrunA17_Chr3g0120181
15474	MtrunA17_Chr3g0120191
15475	MtrunA17_Chr3g0120201
15476	MtrunA17_Chr3g0120221
15477	MtrunA17_Chr3g0120231
15478	MtrunA17_Chr3g0120241
15479	MtrunA17_Chr3g0120251
15480	MtrunA17_Chr3g0120261
15481	MtrunA17_Chr3g0120271
15482	MtrunA17_Chr3g0120281
15483	MtrunA17_Chr3g0120291
15484	MtrunA17_Chr3g0120301
15485	MtrunA17_Chr3g0120311
15486	MtrunA17_Chr3g0120321
15487	MtrunA17_Chr3g0120331
15488	MtrunA17_Chr3g0120341
15489	MtrunA17_Chr3g0120351
15490	MtrunA17_Chr3g0120361
15491	MtrunA17_Chr3g0120371
15492	MtrunA17_Chr3g0120381
15493	MtrunA17_Chr3g0120391
15494	MtrunA17_Chr3g0120401
15495	MtrunA17_Chr3g0120411
15496	MtrunA17_Chr3g0120421
15497	MtrunA17_Chr3g0120441
15498	MtrunA17_Chr3g0120451
15499	MtrunA17_Chr3g0120461
15500	MtrunA17_Chr3g0120471
15501	MtrunA17_Chr3g0120481
15502	MtrunA17_Chr3g0120491
15503	MtrunA17_Chr3g0120501
15504	MtrunA17_Chr3g0120511
15505	MtrunA17_Chr3g0120521
15506	MtrunA17_Chr3g0120531
15507	MtrunA17_Chr3g0120541
15508	MtrunA17_Chr3g0120551
15509	MtrunA17_Chr3g0120561
15510	MtrunA17_Chr3g0120571
15511	MtrunA17_Chr3g0120581
15512	MtrunA17_Chr3g0120591
15513	MtrunA17_Chr3g0120601
15514	MtrunA17_Chr3g0120611
15515	MtrunA17_Chr3g0120631
15516	MtrunA17_Chr3g0120641
15517	MtrunA17_Chr3g0120651
15518	MtrunA17_Chr3g0120661
15519	MtrunA17_Chr3g0120671
15520	MtrunA17_Chr3g0120681
15521	MtrunA17_Chr3g0120691
15522	MtrunA17_Chr3g0120701
15523	MtrunA17_Chr3g0120711
15524	MtrunA17_Chr3g0120721
15525	MtrunA17_Chr3g0120731
15526	MtrunA17_Chr3g0120741
15527	MtrunA17_Chr3g0120751
15528	MtrunA17_Chr3g0120761
15529	MtrunA17_Chr3g0120771
15530	MtrunA17_Chr3g0120781
15531	MtrunA17_Chr3g0120791
15532	MtrunA17_Chr3g0120801
15533	MtrunA17_Chr3g0120811
15534	MtrunA17_Chr3g0120821
15535	MtrunA17_Chr3g0120831
15536	MtrunA17_Chr3g0120841
15537	MtrunA17_Chr3g0120851
15538	MtrunA17_Chr3g0120861
15539	MtrunA17_Chr3g0120871
15540	MtrunA17_Chr3g0120881
15541	MtrunA17_Chr3g0120891
15542	MtrunA17_Chr3g0120901
15543	MtrunA17_Chr3g0120921
15544	MtrunA17_Chr3g0120931
15545	MtrunA17_Chr3g0120941
15546	MtrunA17_Chr3g0120951
15547	MtrunA17_Chr3g0120961
15548	MtrunA17_Chr3g0120971
15549	MtrunA17_Chr3g0120981
15550	MtrunA17_Chr3g0120991
15551	MtrunA17_Chr3g0121001
15552	MtrunA17_Chr3g0121011
15553	MtrunA17_Chr3g0121021
15554	MtrunA17_Chr3g0121031
15555	MtrunA17_Chr3g0121041
15556	MtrunA17_Chr3g0121051
15557	MtrunA17_Chr3g0121061
15558	MtrunA17_Chr3g0121071
15559	MtrunA17_Chr3g0121081
15560	MtrunA17_Chr3g0121091
15561	MtrunA17_Chr3g0121101
15562	MtrunA17_Chr3g0121111
15563	MtrunA17_Chr3g0121121
15564	MtrunA17_Chr3g0121131
15565	MtrunA17_Chr3g0121141
15566	MtrunA17_Chr3g0121151
15567	MtrunA17_Chr3g0121161
15568	MtrunA17_Chr3g0121171
15569	MtrunA17_Chr3g0121181
15570	MtrunA17_Chr3g0121191
15571	MtrunA17_Chr3g0121201
15572	MtrunA17_Chr3g0121211
15573	MtrunA17_Chr3g0121221
15574	MtrunA17_Chr3g0121231
15575	MtrunA17_Chr3g0121241
15576	MtrunA17_Chr3g0121251
15577	MtrunA17_Chr3g0121261
15578	MtrunA17_Chr3g0121271
15579	MtrunA17_Chr3g0121281
15580	MtrunA17_Chr3g0121291
15581	MtrunA17_Chr3g0121301
15582	MtrunA17_Chr3g0121311
15583	MtrunA17_Chr3g0121321
15584	MtrunA17_Chr3g0121331
15585	MtrunA17_Chr3g0121341
15586	MtrunA17_Chr3g0121351
15587	MtrunA17_Chr3g0121361
15588	MtrunA17_Chr3g0121371
15589	MtrunA17_Chr3g0121381
15590	MtrunA17_Chr3g0121391
15591	MtrunA17_Chr3g0121401
15592	MtrunA17_Chr3g0121411
15593	MtrunA17_Chr3g0121421
15594	MtrunA17_Chr3g0121431
15595	MtrunA17_Chr3g0121441
15596	MtrunA17_Chr3g0121451
15597	MtrunA17_Chr3g0121471
15598	MtrunA17_Chr3g0121481
15599	MtrunA17_Chr3g0121491
15600	MtrunA17_Chr3g0121511
15601	MtrunA17_Chr3g0121521
15602	MtrunA17_Chr3g0121531
15603	MtrunA17_Chr3g0121541
15604	MtrunA17_Chr3g0121551
15605	MtrunA17_Chr3g0121561
15606	MtrunA17_Chr3g0121571
15607	MtrunA17_Chr3g0121581
15608	MtrunA17_Chr3g0121591
15609	MtrunA17_Chr3g0121601
15610	MtrunA17_Chr3g0121611
15611	MtrunA17_Chr3g0121621
15612	MtrunA17_Chr3g0121631
15613	MtrunA17_Chr3g0121651
15614	MtrunA17_Chr3g0121661
15615	MtrunA17_Chr3g0121674
15616	MtrunA17_Chr3g0121691
15617	MtrunA17_Chr3g0121701
15618	MtrunA17_Chr3g0121711
15619	MtrunA17_Chr3g0121721
15620	MtrunA17_Chr3g0121731
15621	MtrunA17_Chr3g0121741
15622	MtrunA17_Chr3g0121751
15623	MtrunA17_Chr3g0121761
15624	MtrunA17_Chr3g0121771
15625	MtrunA17_Chr3g0121781
15626	MtrunA17_Chr3g0121791
15627	MtrunA17_Chr3g0121801
15628	MtrunA17_Chr3g0121811
15629	MtrunA17_Chr3g0121831
15630	MtrunA17_Chr3g0121841
15631	MtrunA17_Chr3g0121851
15632	MtrunA17_Chr3g0121861
15633	MtrunA17_Chr3g0121871
15634	MtrunA17_Chr3g0121881
15635	MtrunA17_Chr3g0121891
15636	MtrunA17_Chr3g0121901
15637	MtrunA17_Chr3g0121911
15638	MtrunA17_Chr3g0121921
15639	MtrunA17_Chr3g0121931
15640	MtrunA17_Chr3g0121941
15641	MtrunA17_Chr3g0121951
15642	MtrunA17_Chr3g0121961
15643	MtrunA17_Chr3g0121971
15644	MtrunA17_Chr3g0121991
15645	MtrunA17_Chr3g0122001
15646	MtrunA17_Chr3g0122011
15647	MtrunA17_Chr3g0122021
15648	MtrunA17_Chr3g0122031
15649	MtrunA17_Chr3g0122041
15650	MtrunA17_Chr3g0122051
15651	MtrunA17_Chr3g0122061
15652	MtrunA17_Chr3g0122071
15653	MtrunA17_Chr3g0122081
15654	MtrunA17_Chr3g0122091
15655	MtrunA17_Chr3g0122101
15656	MtrunA17_Chr3g0122121
15657	MtrunA17_Chr3g0122131
15658	MtrunA17_Chr3g0122141
15659	MtrunA17_Chr3g0122151
15660	MtrunA17_Chr3g0122161
15661	MtrunA17_Chr3g0122171
15662	MtrunA17_Chr3g0122181
15663	MtrunA17_Chr3g0122191
15664	MtrunA17_Chr3g0122201
15665	MtrunA17_Chr3g0122211
15666	MtrunA17_Chr3g0122221
15667	MtrunA17_Chr3g0122231
15668	MtrunA17_Chr3g0122241
15669	MtrunA17_Chr3g0122251
15670	MtrunA17_Chr3g0122261
15671	MtrunA17_Chr3g0122271
15672	MtrunA17_Chr3g0122281
15673	MtrunA17_Chr3g0122291
15674	MtrunA17_Chr3g0122301
15675	MtrunA17_Chr3g0122311
15676	MtrunA17_Chr3g0122321
15677	MtrunA17_Chr3g0122331
15678	MtrunA17_Chr3g0122341
15679	MtrunA17_Chr3g0122351
15680	MtrunA17_Chr3g0122361
15681	MtrunA17_Chr3g0122371
15682	MtrunA17_Chr3g0122391
15683	MtrunA17_Chr3g0122401
15684	MtrunA17_Chr3g0122411
15685	MtrunA17_Chr3g0122421
15686	MtrunA17_Chr3g0122431
15687	MtrunA17_Chr3g0122441
15688	MtrunA17_Chr3g0122451
15689	MtrunA17_Chr3g0122461
15690	MtrunA17_Chr3g0122471
15691	MtrunA17_Chr3g0122481
15692	MtrunA17_Chr3g0122491
15693	MtrunA17_Chr3g0122501
15694	MtrunA17_Chr3g0122511
15695	MtrunA17_Chr3g0122521
15696	MtrunA17_Chr3g0122531
15697	MtrunA17_Chr3g0122541
15698	MtrunA17_Chr3g0122551
15699	MtrunA17_Chr3g0122561
15700	MtrunA17_Chr3g0122571
15701	MtrunA17_Chr3g0122581
15702	MtrunA17_Chr3g0122591
15703	MtrunA17_Chr3g0122601
15704	MtrunA17_Chr3g0122611
15705	MtrunA17_Chr3g0122621
15706	MtrunA17_Chr3g0122631
15707	MtrunA17_Chr3g0122641
15708	MtrunA17_Chr3g0122651
15709	MtrunA17_Chr3g0122661
15710	MtrunA17_Chr3g0122671
15711	MtrunA17_Chr3g0122681
15712	MtrunA17_Chr3g0122691
15713	MtrunA17_Chr3g0122701
15714	MtrunA17_Chr3g0122711
15715	MtrunA17_Chr3g0122721
15716	MtrunA17_Chr3g0122731
15717	MtrunA17_Chr3g0122741
15718	MtrunA17_Chr3g0122751
15719	MtrunA17_Chr3g0122761
15720	MtrunA17_Chr3g0122781
15721	MtrunA17_Chr3g0122791
15722	MtrunA17_Chr3g0122801
15723	MtrunA17_Chr3g0122811
15724	MtrunA17_Chr3g0122821
15725	MtrunA17_Chr3g0122831
15726	MtrunA17_Chr3g0122841
15727	MtrunA17_Chr3g0122861
15728	MtrunA17_Chr3g0122871
15729	MtrunA17_Chr3g0122881
15730	MtrunA17_Chr3g0122891
