	locus_tag
27558	MtrunA17_Chr5g0423691
27559	MtrunA17_Chr5g0423711
27560	MtrunA17_Chr5g0423731
27561	MtrunA17_Chr5g0423751
27562	MtrunA17_Chr5g0423761
27563	MtrunA17_Chr5g0423771
27564	MtrunA17_Chr5g0423781
27565	MtrunA17_Chr5g0423791
27566	MtrunA17_Chr5g0423801
27567	MtrunA17_Chr5g0423811
27568	MtrunA17_Chr5g0423821
27569	MtrunA17_Chr5g0423831
27570	MtrunA17_Chr5g0423841
27571	MtrunA17_Chr5g0423851
27572	MtrunA17_Chr5g0423861
27573	MtrunA17_Chr5g0423871
27574	MtrunA17_Chr5g0423881
27575	MtrunA17_Chr5g0423891
27576	MtrunA17_Chr5g0423901
27577	MtrunA17_Chr5g0423911
27578	MtrunA17_Chr5g0423921
27579	MtrunA17_Chr5g0423931
27580	MtrunA17_Chr5g0423941
27581	MtrunA17_Chr5g0423951
27582	MtrunA17_Chr5g0423961
27583	MtrunA17_Chr5g0423971
27584	MtrunA17_Chr5g0423981
27585	MtrunA17_Chr5g0423991
27586	MtrunA17_Chr5g0424001
27587	MtrunA17_Chr5g0424011
27588	MtrunA17_Chr5g0424041
27589	MtrunA17_Chr5g0424051
27590	MtrunA17_Chr5g0424061
27591	MtrunA17_Chr5g0424071
27592	MtrunA17_Chr5g0424081
27593	MtrunA17_Chr5g0424091
27594	MtrunA17_Chr5g0424111
27595	MtrunA17_Chr5g0424121
27596	MtrunA17_Chr5g0424131
27597	MtrunA17_Chr5g0424151
27598	MtrunA17_Chr5g0424161
27599	MtrunA17_Chr5g0424171
27600	MtrunA17_Chr5g0424181
27601	MtrunA17_Chr5g0424191
27602	MtrunA17_Chr5g0424201
27603	MtrunA17_Chr5g0424211
27604	MtrunA17_Chr5g0424221
27605	MtrunA17_Chr5g0424231
27606	MtrunA17_Chr5g0424241
27607	MtrunA17_Chr5g0424251
27608	MtrunA17_Chr5g0424271
27609	MtrunA17_Chr5g0424281
27610	MtrunA17_Chr5g0424291
27611	MtrunA17_Chr5g0424301
27612	MtrunA17_Chr5g0424321
27613	MtrunA17_Chr5g0424331
27614	MtrunA17_Chr5g0424341
27615	MtrunA17_Chr5g0424351
27616	MtrunA17_Chr5g0424371
27617	MtrunA17_Chr5g0424381
27618	MtrunA17_Chr5g0424391
27619	MtrunA17_Chr5g0424394
27620	MtrunA17_Chr5g0424407
27621	MtrunA17_Chr5g0424411
27622	MtrunA17_Chr5g0424421
27623	MtrunA17_Chr5g0424431
27624	MtrunA17_Chr5g0424441
27625	MtrunA17_Chr5g0424451
27626	MtrunA17_Chr5g0424461
27627	MtrunA17_Chr5g0424471
27628	MtrunA17_Chr5g0424491
27629	MtrunA17_Chr5g0424501
27630	MtrunA17_Chr5g0424511
27631	MtrunA17_Chr5g0424521
27632	MtrunA17_Chr5g0424531
27633	MtrunA17_Chr5g0424541
27634	MtrunA17_Chr5g0424551
27635	MtrunA17_Chr5g0424561
27636	MtrunA17_Chr5g0424571
27637	MtrunA17_Chr5g0424581
27638	MtrunA17_Chr5g0424591
27639	MtrunA17_Chr5g0424621
27640	MtrunA17_Chr5g0424631
27641	MtrunA17_Chr5g0424641
27642	MtrunA17_Chr5g0424651
27643	MtrunA17_Chr5g0424661
27644	MtrunA17_Chr5g0424671
27645	MtrunA17_Chr5g0424681
27646	MtrunA17_Chr5g0424691
27647	MtrunA17_Chr5g0424701
27648	MtrunA17_Chr5g0424721
27649	MtrunA17_Chr5g0424731
27650	MtrunA17_Chr5g0424741
27651	MtrunA17_Chr5g0424761
27652	MtrunA17_Chr5g0424781
27653	MtrunA17_Chr5g0424791
27654	MtrunA17_Chr5g0424801
27655	MtrunA17_Chr5g0424811
27656	MtrunA17_Chr5g0424821
27657	MtrunA17_Chr5g0424831
27658	MtrunA17_Chr5g0424851
27659	MtrunA17_Chr5g0424861
27660	MtrunA17_Chr5g0424871
27661	MtrunA17_Chr5g0424881
27662	MtrunA17_Chr5g0424891
27663	MtrunA17_Chr5g0424901
27664	MtrunA17_Chr5g0424911
27665	MtrunA17_Chr5g0424921
27666	MtrunA17_Chr5g0424931
27667	MtrunA17_Chr5g0424941
27668	MtrunA17_Chr5g0424951
27669	MtrunA17_Chr5g0424971
27670	MtrunA17_Chr5g0424981
27671	MtrunA17_Chr5g0424991
27672	MtrunA17_Chr5g0425001
27673	MtrunA17_Chr5g0425011
27674	MtrunA17_Chr5g0425031
27675	MtrunA17_Chr5g0425041
27676	MtrunA17_Chr5g0425051
27677	MtrunA17_Chr5g0425061
27678	MtrunA17_Chr5g0425071
27679	MtrunA17_Chr5g0425081
27680	MtrunA17_Chr5g0425091
27681	MtrunA17_Chr5g0425101
27682	MtrunA17_Chr5g0425111
27683	MtrunA17_Chr5g0425121
27684	MtrunA17_Chr5g0425131
27685	MtrunA17_Chr5g0425141
27686	MtrunA17_Chr5g0425151
27687	MtrunA17_Chr5g0425161
27688	MtrunA17_Chr5g0425171
27689	MtrunA17_Chr5g0425181
27690	MtrunA17_Chr5g0425191
27691	MtrunA17_Chr5g0425201
27692	MtrunA17_Chr5g0425211
27693	MtrunA17_Chr5g0425221
27694	MtrunA17_Chr5g0425231
27695	MtrunA17_Chr5g0425241
27696	MtrunA17_Chr5g0425251
27697	MtrunA17_Chr5g0425261
27698	MtrunA17_Chr5g0425271
27699	MtrunA17_Chr5g0425281
27700	MtrunA17_Chr5g0425291
27701	MtrunA17_Chr5g0425301
27702	MtrunA17_Chr5g0425311
27703	MtrunA17_Chr5g0425321
27704	MtrunA17_Chr5g0425331
27705	MtrunA17_Chr5g0425341
27706	MtrunA17_Chr5g0425351
27707	MtrunA17_Chr5g0425361
27708	MtrunA17_Chr5g0425371
27709	MtrunA17_Chr5g0425381
27710	MtrunA17_Chr5g0425391
27711	MtrunA17_Chr5g0425401
27712	MtrunA17_Chr5g0425411
27713	MtrunA17_Chr5g0425421
27714	MtrunA17_Chr5g0425431
27715	MtrunA17_Chr5g0425451
27716	MtrunA17_Chr5g0425461
27717	MtrunA17_Chr5g0425471
27718	MtrunA17_Chr5g0425481
27719	MtrunA17_Chr5g0425491
27720	MtrunA17_Chr5g0425501
27721	MtrunA17_Chr5g0425511
27722	MtrunA17_Chr5g0425531
27723	MtrunA17_Chr5g0425541
27724	MtrunA17_Chr5g0425561
27725	MtrunA17_Chr5g0425571
27726	MtrunA17_Chr5g0425581
27727	MtrunA17_Chr5g0425591
27728	MtrunA17_Chr5g0425601
27729	MtrunA17_Chr5g0425611
27730	MtrunA17_Chr5g0425641
27731	MtrunA17_Chr5g0425651
27732	MtrunA17_Chr5g0425661
27733	MtrunA17_Chr5g0425671
27734	MtrunA17_Chr5g0425691
27735	MtrunA17_Chr5g0425701
27736	MtrunA17_Chr5g0425711
27737	MtrunA17_Chr5g0425721
27738	MtrunA17_Chr5g0425741
27739	MtrunA17_Chr5g0425751
27740	MtrunA17_Chr5g0425761
27741	MtrunA17_Chr5g0425781
27742	MtrunA17_Chr5g0425791
27743	MtrunA17_Chr5g0425801
27744	MtrunA17_Chr5g0425811
27745	MtrunA17_Chr5g0425821
27746	MtrunA17_Chr5g0425831
27747	MtrunA17_Chr5g0425851
27748	MtrunA17_Chr5g0425861
27749	MtrunA17_Chr5g0425871
27750	MtrunA17_Chr5g0425881
27751	MtrunA17_Chr5g0425891
27752	MtrunA17_Chr5g0425901
27753	MtrunA17_Chr5g0425921
27754	MtrunA17_Chr5g0425941
27755	MtrunA17_Chr5g0425951
27756	MtrunA17_Chr5g0425961
27757	MtrunA17_Chr5g0425971
27758	MtrunA17_Chr5g0425981
27759	MtrunA17_Chr5g0425991
27760	MtrunA17_Chr5g0426001
27761	MtrunA17_Chr5g0426011
27762	MtrunA17_Chr5g0426021
27763	MtrunA17_Chr5g0426031
27764	MtrunA17_Chr5g0426041
27765	MtrunA17_Chr5g0426051
27766	MtrunA17_Chr5g0426061
27767	MtrunA17_Chr5g0426071
27768	MtrunA17_Chr5g0426081
27769	MtrunA17_Chr5g0426101
27770	MtrunA17_Chr5g0426111
27771	MtrunA17_Chr5g0426121
27772	MtrunA17_Chr5g0426131
27773	MtrunA17_Chr5g0426141
27774	MtrunA17_Chr5g0426151
27775	MtrunA17_Chr5g0426161
27776	MtrunA17_Chr5g0426191
27777	MtrunA17_Chr5g0426201
27778	MtrunA17_Chr5g0426211
27779	MtrunA17_Chr5g0426231
27780	MtrunA17_Chr5g0426241
27781	MtrunA17_Chr5g0426251
27782	MtrunA17_Chr5g0426271
27783	MtrunA17_Chr5g0426281
27784	MtrunA17_Chr5g0426311
27785	MtrunA17_Chr5g0426321
27786	MtrunA17_Chr5g0426331
27787	MtrunA17_Chr5g0426341
27788	MtrunA17_Chr5g0426351
27789	MtrunA17_Chr5g0426361
27790	MtrunA17_Chr5g0426371
27791	MtrunA17_Chr5g0426381
27792	MtrunA17_Chr5g0426391
27793	MtrunA17_Chr5g0426401
27794	MtrunA17_Chr5g0426411
27795	MtrunA17_Chr5g0426421
27796	MtrunA17_Chr5g0426431
27797	MtrunA17_Chr5g0426441
27798	MtrunA17_Chr5g0426451
27799	MtrunA17_Chr5g0426461
27800	MtrunA17_Chr5g0426471
27801	MtrunA17_Chr5g0426491
27802	MtrunA17_Chr5g0426501
27803	MtrunA17_Chr5g0426511
27804	MtrunA17_Chr5g0426521
27805	MtrunA17_Chr5g0426531
27806	MtrunA17_Chr5g0426551
27807	MtrunA17_Chr5g0426561
27808	MtrunA17_Chr5g0426571
27809	MtrunA17_Chr5g0426581
27810	MtrunA17_Chr5g0426591
27811	MtrunA17_Chr5g0426601
27812	MtrunA17_Chr5g0426611
27813	MtrunA17_Chr5g0426631
27814	MtrunA17_Chr5g0426641
27815	MtrunA17_Chr5g0426651
27816	MtrunA17_Chr5g0426661
27817	MtrunA17_Chr5g0426671
27818	MtrunA17_Chr5g0426681
27819	MtrunA17_Chr5g0426691
27820	MtrunA17_Chr5g0426701
27821	MtrunA17_Chr5g0426711
27822	MtrunA17_Chr5g0426721
27823	MtrunA17_Chr5g0426731
27824	MtrunA17_Chr5g0426741
27825	MtrunA17_Chr5g0426751
27826	MtrunA17_Chr5g0426761
27827	MtrunA17_Chr5g0426771
27828	MtrunA17_Chr5g0426781
27829	MtrunA17_Chr5g0426791
27830	MtrunA17_Chr5g0426801
27831	MtrunA17_Chr5g0426811
27832	MtrunA17_Chr5g0426821
27833	MtrunA17_Chr5g0426831
27834	MtrunA17_Chr5g0426851
27835	MtrunA17_Chr5g0426861
27836	MtrunA17_Chr5g0426871
27837	MtrunA17_Chr5g0426881
27838	MtrunA17_Chr5g0426891
27839	MtrunA17_Chr5g0426901
27840	MtrunA17_Chr5g0426921
27841	MtrunA17_Chr5g0426931
27842	MtrunA17_Chr5g0426941
27843	MtrunA17_Chr5g0426951
27844	MtrunA17_Chr5g0426961
27845	MtrunA17_Chr5g0426971
27846	MtrunA17_Chr5g0426981
27847	MtrunA17_Chr5g0426991
27848	MtrunA17_Chr5g0427001
27849	MtrunA17_Chr5g0427011
27850	MtrunA17_Chr5g0427021
27851	MtrunA17_Chr5g0427051
27852	MtrunA17_Chr5g0427061
27853	MtrunA17_Chr5g0427071
27854	MtrunA17_Chr5g0427081
27855	MtrunA17_Chr5g0427091
27856	MtrunA17_Chr5g0427101
27857	MtrunA17_Chr5g0427111
27858	MtrunA17_Chr5g0427121
27859	MtrunA17_Chr5g0427131
27860	MtrunA17_Chr5g0427141
27861	MtrunA17_Chr5g0427151
27862	MtrunA17_Chr5g0427161
27863	MtrunA17_Chr5g0427181
27864	MtrunA17_Chr5g0427191
27865	MtrunA17_Chr5g0427201
27866	MtrunA17_Chr5g0427211
27867	MtrunA17_Chr5g0427221
27868	MtrunA17_Chr5g0427231
27869	MtrunA17_Chr5g0427241
27870	MtrunA17_Chr5g0427251
27871	MtrunA17_Chr5g0427261
27872	MtrunA17_Chr5g0427271
27873	MtrunA17_Chr5g0427281
27874	MtrunA17_Chr5g0427291
27875	MtrunA17_Chr5g0427301
27876	MtrunA17_Chr5g0427311
27877	MtrunA17_Chr5g0427321
27878	MtrunA17_Chr5g0427331
27879	MtrunA17_Chr5g0427341
27880	MtrunA17_Chr5g0427351
27881	MtrunA17_Chr5g0427361
27882	MtrunA17_Chr5g0427371
27883	MtrunA17_Chr5g0427381
27884	MtrunA17_Chr5g0427391
27885	MtrunA17_Chr5g0427401
27886	MtrunA17_Chr5g0427421
27887	MtrunA17_Chr5g0427431
27888	MtrunA17_Chr5g0427441
27889	MtrunA17_Chr5g0427451
27890	MtrunA17_Chr5g0427471
27891	MtrunA17_Chr5g0427481
27892	MtrunA17_Chr5g0427491
27893	MtrunA17_Chr5g0427501
27894	MtrunA17_Chr5g0427511
27895	MtrunA17_Chr5g0427521
27896	MtrunA17_Chr5g0427531
27897	MtrunA17_Chr5g0427541
27898	MtrunA17_Chr5g0427551
27899	MtrunA17_Chr5g0427561
27900	MtrunA17_Chr5g0427571
27901	MtrunA17_Chr5g0427581
27902	MtrunA17_Chr5g0427591
27903	MtrunA17_Chr5g0427601
27904	MtrunA17_Chr5g0427611
27905	MtrunA17_Chr5g0427621
27906	MtrunA17_Chr5g0427631
27907	MtrunA17_Chr5g0427641
27908	MtrunA17_Chr5g0427651
27909	MtrunA17_Chr5g0427661
27910	MtrunA17_Chr5g0427671
27911	MtrunA17_Chr5g0427681
27912	MtrunA17_Chr5g0427691
27913	MtrunA17_Chr5g0427701
27914	MtrunA17_Chr5g0427711
27915	MtrunA17_Chr5g0427721
27916	MtrunA17_Chr5g0427731
27917	MtrunA17_Chr5g0427741
27918	MtrunA17_Chr5g0427751
27919	MtrunA17_Chr5g0427761
27920	MtrunA17_Chr5g0427771
27921	MtrunA17_Chr5g0427781
27922	MtrunA17_Chr5g0427791
27923	MtrunA17_Chr5g0427801
27924	MtrunA17_Chr5g0427811
27925	MtrunA17_Chr5g0427821
27926	MtrunA17_Chr5g0427831
27927	MtrunA17_Chr5g0427841
27928	MtrunA17_Chr5g0427851
27929	MtrunA17_Chr5g0427861
27930	MtrunA17_Chr5g0427871
27931	MtrunA17_Chr5g0427881
27932	MtrunA17_Chr5g0427891
27933	MtrunA17_Chr5g0427901
27934	MtrunA17_Chr5g0427911
27935	MtrunA17_Chr5g0427921
27936	MtrunA17_Chr5g0427941
27937	MtrunA17_Chr5g0427961
27938	MtrunA17_Chr5g0427981
27939	MtrunA17_Chr5g0427991
27940	MtrunA17_Chr5g0428001
27941	MtrunA17_Chr5g0428011
27942	MtrunA17_Chr5g0428021
27943	MtrunA17_Chr5g0428031
27944	MtrunA17_Chr5g0428041
27945	MtrunA17_Chr5g0428061
27946	MtrunA17_Chr5g0428071
27947	MtrunA17_Chr5g0428081
27948	MtrunA17_Chr5g0428091
27949	MtrunA17_Chr5g0428101
27950	MtrunA17_Chr5g0428111
27951	MtrunA17_Chr5g0428121
27952	MtrunA17_Chr5g0428141
27953	MtrunA17_Chr5g0428161
27954	MtrunA17_Chr5g0428171
27955	MtrunA17_Chr5g0428181
27956	MtrunA17_Chr5g0428191
27957	MtrunA17_Chr5g0428201
27958	MtrunA17_Chr5g0428211
27959	MtrunA17_Chr5g0428221
27960	MtrunA17_Chr5g0428231
27961	MtrunA17_Chr5g0428241
27962	MtrunA17_Chr5g0428251
27963	MtrunA17_Chr5g0428261
27964	MtrunA17_Chr5g0428271
27965	MtrunA17_Chr5g0428281
27966	MtrunA17_Chr5g0428291
27967	MtrunA17_Chr5g0428301
27968	MtrunA17_Chr5g0428311
27969	MtrunA17_Chr5g0428321
27970	MtrunA17_Chr5g0428331
27971	MtrunA17_Chr5g0428341
27972	MtrunA17_Chr5g0428351
27973	MtrunA17_Chr5g0428361
27974	MtrunA17_Chr5g0428371
27975	MtrunA17_Chr5g0428381
27976	MtrunA17_Chr5g0428401
27977	MtrunA17_Chr5g0428411
27978	MtrunA17_Chr5g0428441
27979	MtrunA17_Chr5g0428451
27980	MtrunA17_Chr5g0428461
27981	MtrunA17_Chr5g0428471
27982	MtrunA17_Chr5g0428481
27983	MtrunA17_Chr5g0428491
27984	MtrunA17_Chr5g0428501
27985	MtrunA17_Chr5g0428511
27986	MtrunA17_Chr5g0428521
27987	MtrunA17_Chr5g0428531
27988	MtrunA17_Chr5g0428541
27989	MtrunA17_Chr5g0428551
27990	MtrunA17_Chr5g0428561
27991	MtrunA17_Chr5g0428571
27992	MtrunA17_Chr5g0428581
27993	MtrunA17_Chr5g0428591
27994	MtrunA17_Chr5g0428601
27995	MtrunA17_Chr5g0428611
27996	MtrunA17_Chr5g0428621
27997	MtrunA17_Chr5g0428641
27998	MtrunA17_Chr5g0428651
27999	MtrunA17_Chr5g0428661
28000	MtrunA17_Chr5g0428671
28001	MtrunA17_Chr5g0428681
28002	MtrunA17_Chr5g0428691
28003	MtrunA17_Chr5g0428701
28004	MtrunA17_Chr5g0428711
28005	MtrunA17_Chr5g0428731
28006	MtrunA17_Chr5g0428751
28007	MtrunA17_Chr5g0428761
28008	MtrunA17_Chr5g0428771
28009	MtrunA17_Chr5g0428791
28010	MtrunA17_Chr5g0428801
28011	MtrunA17_Chr5g0428811
28012	MtrunA17_Chr5g0428821
28013	MtrunA17_Chr5g0428831
28014	MtrunA17_Chr5g0428841
28015	MtrunA17_Chr5g0428851
28016	MtrunA17_Chr5g0428861
28017	MtrunA17_Chr5g0428881
28018	MtrunA17_Chr5g0428891
28019	MtrunA17_Chr5g0428901
28020	MtrunA17_Chr5g0428911
28021	MtrunA17_Chr5g0428921
28022	MtrunA17_Chr5g0428931
28023	MtrunA17_Chr5g0428941
28024	MtrunA17_Chr5g0428951
28025	MtrunA17_Chr5g0428961
28026	MtrunA17_Chr5g0428971
28027	MtrunA17_Chr5g0428981
28028	MtrunA17_Chr5g0428991
28029	MtrunA17_Chr5g0429001
28030	MtrunA17_Chr5g0429011
28031	MtrunA17_Chr5g0429021
28032	MtrunA17_Chr5g0429031
28033	MtrunA17_Chr5g0429041
28034	MtrunA17_Chr5g0429051
28035	MtrunA17_Chr5g0429061
28036	MtrunA17_Chr5g0429071
28037	MtrunA17_Chr5g0429081
28038	MtrunA17_Chr5g0429091
28039	MtrunA17_Chr5g0429101
28040	MtrunA17_Chr5g0429111
28041	MtrunA17_Chr5g0429121
28042	MtrunA17_Chr5g0429131
28043	MtrunA17_Chr5g0429141
28044	MtrunA17_Chr5g0429151
28045	MtrunA17_Chr5g0429161
28046	MtrunA17_Chr5g0429171
28047	MtrunA17_Chr5g0429191
28048	MtrunA17_Chr5g0429201
28049	MtrunA17_Chr5g0429211
28050	MtrunA17_Chr5g0429221
28051	MtrunA17_Chr5g0429231
28052	MtrunA17_Chr5g0429241
28053	MtrunA17_Chr5g0429251
28054	MtrunA17_Chr5g0429261
28055	MtrunA17_Chr5g0429271
28056	MtrunA17_Chr5g0429281
28057	MtrunA17_Chr5g0429291
28058	MtrunA17_Chr5g0429301
28059	MtrunA17_Chr5g0429311
28060	MtrunA17_Chr5g0429331
28061	MtrunA17_Chr5g0429341
28062	MtrunA17_Chr5g0429351
28063	MtrunA17_Chr5g0429361
28064	MtrunA17_Chr5g0429371
28065	MtrunA17_Chr5g0429381
28066	MtrunA17_Chr5g0429391
28067	MtrunA17_Chr5g0429401
28068	MtrunA17_Chr5g0429411
28069	MtrunA17_Chr5g0429421
28070	MtrunA17_Chr5g0429431
28071	MtrunA17_Chr5g0429441
28072	MtrunA17_Chr5g0429461
28073	MtrunA17_Chr5g0429471
28074	MtrunA17_Chr5g0429501
28075	MtrunA17_Chr5g0429511
28076	MtrunA17_Chr5g0429521
28077	MtrunA17_Chr5g0429531
28078	MtrunA17_Chr5g0429541
28079	MtrunA17_Chr5g0429551
28080	MtrunA17_Chr5g0429561
28081	MtrunA17_Chr5g0429571
28082	MtrunA17_Chr5g0429581
28083	MtrunA17_Chr5g0429591
28084	MtrunA17_Chr5g0429601
28085	MtrunA17_Chr5g0429611
28086	MtrunA17_Chr5g0429621
28087	MtrunA17_Chr5g0429631
28088	MtrunA17_Chr5g0429641
28089	MtrunA17_Chr5g0429651
28090	MtrunA17_Chr5g0429661
28091	MtrunA17_Chr5g0429671
28092	MtrunA17_Chr5g0429681
28093	MtrunA17_Chr5g0429691
28094	MtrunA17_Chr5g0429701
28095	MtrunA17_Chr5g0429711
28096	MtrunA17_Chr5g0429721
28097	MtrunA17_Chr5g0429731
28098	MtrunA17_Chr5g0429741
28099	MtrunA17_Chr5g0429751
28100	MtrunA17_Chr5g0429761
28101	MtrunA17_Chr5g0429771
28102	MtrunA17_Chr5g0429781
28103	MtrunA17_Chr5g0429791
28104	MtrunA17_Chr5g0429811
28105	MtrunA17_Chr5g0429821
28106	MtrunA17_Chr5g0429831
28107	MtrunA17_Chr5g0429841
28108	MtrunA17_Chr5g0429851
28109	MtrunA17_Chr5g0429861
28110	MtrunA17_Chr5g0429871
28111	MtrunA17_Chr5g0429881
28112	MtrunA17_Chr5g0429891
28113	MtrunA17_Chr5g0429901
28114	MtrunA17_Chr5g0429911
28115	MtrunA17_Chr5g0429921
28116	MtrunA17_Chr5g0429931
28117	MtrunA17_Chr5g0429941
28118	MtrunA17_Chr5g0429951
28119	MtrunA17_Chr5g0429961
28120	MtrunA17_Chr5g0429971
28121	MtrunA17_Chr5g0429981
28122	MtrunA17_Chr5g0429991
28123	MtrunA17_Chr5g0430001
28124	MtrunA17_Chr5g0430011
28125	MtrunA17_Chr5g0430021
28126	MtrunA17_Chr5g0430031
28127	MtrunA17_Chr5g0430041
28128	MtrunA17_Chr5g0430051
28129	MtrunA17_Chr5g0430061
28130	MtrunA17_Chr5g0430071
28131	MtrunA17_Chr5g0430081
28132	MtrunA17_Chr5g0430091
28133	MtrunA17_Chr5g0430101
28134	MtrunA17_Chr5g0430111
28135	MtrunA17_Chr5g0430121
28136	MtrunA17_Chr5g0430131
28137	MtrunA17_Chr5g0430141
28138	MtrunA17_Chr5g0430151
28139	MtrunA17_Chr5g0430161
28140	MtrunA17_Chr5g0430171
28141	MtrunA17_Chr5g0430181
28142	MtrunA17_Chr5g0430191
28143	MtrunA17_Chr5g0430201
28144	MtrunA17_Chr5g0430211
28145	MtrunA17_Chr5g0430221
28146	MtrunA17_Chr5g0430231
28147	MtrunA17_Chr5g0430241
28148	MtrunA17_Chr5g0430251
28149	MtrunA17_Chr5g0430261
28150	MtrunA17_Chr5g0430271
28151	MtrunA17_Chr5g0430281
28152	MtrunA17_Chr5g0430291
28153	MtrunA17_Chr5g0430301
28154	MtrunA17_Chr5g0430311
28155	MtrunA17_Chr5g0430321
28156	MtrunA17_Chr5g0430331
28157	MtrunA17_Chr5g0430341
28158	MtrunA17_Chr5g0430351
28159	MtrunA17_Chr5g0430361
28160	MtrunA17_Chr5g0430371
28161	MtrunA17_Chr5g0430381
28162	MtrunA17_Chr5g0430391
28163	MtrunA17_Chr5g0430401
28164	MtrunA17_Chr5g0430421
28165	MtrunA17_Chr5g0430431
28166	MtrunA17_Chr5g0430441
28167	MtrunA17_Chr5g0430451
28168	MtrunA17_Chr5g0430471
28169	MtrunA17_Chr5g0430481
28170	MtrunA17_Chr5g0430491
28171	MtrunA17_Chr5g0430501
28172	MtrunA17_Chr5g0430511
28173	MtrunA17_Chr5g0430521
28174	MtrunA17_Chr5g0430531
28175	MtrunA17_Chr5g0430541
28176	MtrunA17_Chr5g0430551
28177	MtrunA17_Chr5g0430561
28178	MtrunA17_Chr5g0430571
28179	MtrunA17_Chr5g0430581
28180	MtrunA17_Chr5g0430591
28181	MtrunA17_Chr5g0430601
28182	MtrunA17_Chr5g0430611
28183	MtrunA17_Chr5g0430621
28184	MtrunA17_Chr5g0430631
28185	MtrunA17_Chr5g0430641
28186	MtrunA17_Chr5g0430651
28187	MtrunA17_Chr5g0430661
28188	MtrunA17_Chr5g0430671
28189	MtrunA17_Chr5g0430681
28190	MtrunA17_Chr5g0430691
28191	MtrunA17_Chr5g0430701
28192	MtrunA17_Chr5g0430711
28193	MtrunA17_Chr5g0430721
28194	MtrunA17_Chr5g0430731
28195	MtrunA17_Chr5g0430741
28196	MtrunA17_Chr5g0430751
28197	MtrunA17_Chr5g0430761
28198	MtrunA17_Chr5g0430771
28199	MtrunA17_Chr5g0430781
28200	MtrunA17_Chr5g0430791
28201	MtrunA17_Chr5g0430811
28202	MtrunA17_Chr5g0430821
28203	MtrunA17_Chr5g0430831
28204	MtrunA17_Chr5g0430841
28205	MtrunA17_Chr5g0430851
28206	MtrunA17_Chr5g0430861
28207	MtrunA17_Chr5g0430871
28208	MtrunA17_Chr5g0430891
28209	MtrunA17_Chr5g0430901
28210	MtrunA17_Chr5g0430921
28211	MtrunA17_Chr5g0430941
28212	MtrunA17_Chr5g0430951
28213	MtrunA17_Chr5g0430961
28214	MtrunA17_Chr5g0430971
28215	MtrunA17_Chr5g0430981
28216	MtrunA17_Chr5g0430991
28217	MtrunA17_Chr5g0431001
28218	MtrunA17_Chr5g0431011
28219	MtrunA17_Chr5g0431021
28220	MtrunA17_Chr5g0431031
28221	MtrunA17_Chr5g0431041
28222	MtrunA17_Chr5g0431051
28223	MtrunA17_Chr5g0431071
28224	MtrunA17_Chr5g0431081
28225	MtrunA17_Chr5g0431091
28226	MtrunA17_Chr5g0431101
28227	MtrunA17_Chr5g0431111
28228	MtrunA17_Chr5g0431121
28229	MtrunA17_Chr5g0431131
28230	MtrunA17_Chr5g0431141
28231	MtrunA17_Chr5g0431151
28232	MtrunA17_Chr5g0431161
28233	MtrunA17_Chr5g0431171
28234	MtrunA17_Chr5g0431191
28235	MtrunA17_Chr5g0431201
28236	MtrunA17_Chr5g0431211
28237	MtrunA17_Chr5g0431221
28238	MtrunA17_Chr5g0431231
28239	MtrunA17_Chr5g0431241
28240	MtrunA17_Chr5g0431251
28241	MtrunA17_Chr5g0431261
28242	MtrunA17_Chr5g0431271
28243	MtrunA17_Chr5g0431281
28244	MtrunA17_Chr5g0431291
28245	MtrunA17_Chr5g0431301
28246	MtrunA17_Chr5g0431311
28247	MtrunA17_Chr5g0431321
28248	MtrunA17_Chr5g0431331
28249	MtrunA17_Chr5g0431341
28250	MtrunA17_Chr5g0431351
28251	MtrunA17_Chr5g0431361
28252	MtrunA17_Chr5g0431371
28253	MtrunA17_Chr5g0431381
28254	MtrunA17_Chr5g0431391
28255	MtrunA17_Chr5g0431401
28256	MtrunA17_Chr5g0431411
28257	MtrunA17_Chr5g0431421
28258	MtrunA17_Chr5g0431431
28259	MtrunA17_Chr5g0431441
28260	MtrunA17_Chr5g0431451
28261	MtrunA17_Chr5g0431464
28262	MtrunA17_Chr5g0431491
28263	MtrunA17_Chr5g0431501
28264	MtrunA17_Chr5g0431511
28265	MtrunA17_Chr5g0431521
28266	MtrunA17_Chr5g0431531
28267	MtrunA17_Chr5g0431541
28268	MtrunA17_Chr5g0431551
28269	MtrunA17_Chr5g0431561
28270	MtrunA17_Chr5g0431571
28271	MtrunA17_Chr5g0431581
28272	MtrunA17_Chr5g0431591
28273	MtrunA17_Chr5g0431601
28274	MtrunA17_Chr5g0431611
28275	MtrunA17_Chr5g0431621
28276	MtrunA17_Chr5g0431631
28277	MtrunA17_Chr5g0431641
28278	MtrunA17_Chr5g0431651
28279	MtrunA17_Chr5g0431661
28280	MtrunA17_Chr5g0431671
28281	MtrunA17_Chr5g0431681
28282	MtrunA17_Chr5g0431691
28283	MtrunA17_Chr5g0431701
28284	MtrunA17_Chr5g0431711
28285	MtrunA17_Chr5g0431721
28286	MtrunA17_Chr5g0431731
28287	MtrunA17_Chr5g0431741
28288	MtrunA17_Chr5g0431751
28289	MtrunA17_Chr5g0431761
28290	MtrunA17_Chr5g0431771
28291	MtrunA17_Chr5g0431781
28292	MtrunA17_Chr5g0431791
28293	MtrunA17_Chr5g0431801
